id,peso,entrada_tsotsil,tipo_abreviado,tipo_palabra,categoria_general,traduccion_espanol,uso_o_ejemplo,region_abreviada,region,vease,nota_parentesis,transcripcion_original
1908,52,jobelal na,s,sustantivo,sustantivo,casa con techo de,,,,,,jobelal na s casa con techo de zacate
1909,52,job-osil,,,variante dialectal,sereno,,Ch'en,Chenalhó,yow-osil,,job-osil Ch'en sereno Véase yow-osil
1910,52,jocota,s,sustantivo,sustantivo,chachalaca. Li jocotae toj,Li jocotae toj lec ta ti'el ja' jech chac c!u cha'al li caxlane.,,,,,jocota s chachalaca. Li jocotae toj lec ta ti'el ja' jech chac c!u cha'al li caxlane. La chachalaca es muy
1911,52,sabrosa; es como la gallina.,,,variante dialectal,,,Cham,Chamula,,,sabrosa; es como la gallina. Cham jocoto mut
1912,52,joe!,s,sustantivo,sustantivo,pozo (donde juntan agua),,,,joq'uel,donde juntan agua,"joe! s pozo (donde juntan agua) joc'bil jo! noria, pozo Véase joq'uel"
1913,52,joctol,ve,verbo de estado,verbo,colgado. Li apixole tey,Li apixole tey joc'ol ta clal-na.,,,,,joctol ve colgado. Li apixole tey joc'ol ta clal-na. Tu sombrero está colgado en la pared.
1914,52,ta sjoctan,vr,verbo reflexivo,verbo,lo cuelga,,,,,,ta sjoctan vr lo cuelga
1915,52,ta xjoqlui,vi,verbo intransitivo,verbo,"se cuelga, se",Sc'an jochel talel li ch'ixe sventa macobil moc.,,,,,"ta xjoqlui vi se cuelga, se suspende jochel yn jalar. Sc'an jochel talel li ch'ixe sventa macobil moc. Necesita traer jalando las ramas de espinas para el cerco."
1916,52,sjochen,s,sustantivo,sustantivo,lo que se jala p.ej. un,,,,,,sjochen s lo que se jala p.ej. un remolque
1917,52,ta sjoch,vr,verbo reflexivo,verbo,lo jala,,,,,,ta sjoch vr lo jala
1918,52,joch',s,sustantivo,sustantivo,"tamo, polvo (de maíz, madera",,,,,"de maíz, madera, etc.","joch' s tamo, polvo (de maíz, madera, etc.)"
1919,52,joch'-ixim,s,sustantivo,sustantivo,polvo del maíz,,,,,,joch'-ixim s polvo del maíz picado
1920,52,joch'-te',s,sustantivo,sustantivo,polilla,,,,,,joch'-te' s polilla
1921,52,sjoch'al,s,sustantivo,sustantivo,polvo (del maíz picado),,,,,del maíz picado,sjoch'al s polvo (del maíz picado)
1922,52,"ta sjoch'inta, ta sjoch'intas",vt,verbo transitivo,verbo,lo,,,,,,"ta sjoch'inta, ta sjoch'intas vt lo pica"
1923,52,ta xjoch'in,vi,verbo intransitivo,verbo,"pica (maíz, madera",,,,,"maíz, madera, etc.","ta xjoch'in vi pica (maíz, madera, etc.)"
1924,52,joch'-ixim,s,sustantivo,sustantivo,polvo del maíz picado.,Li joch'-ixime tey tocol ta balumil.,,,joch',sots!; 7 ardilla E pN (chuch,"joch'-ixim s polvo del maíz picado. Li joch'-ixime tey tocol ta balumil. El polvo del maíz picado está amontonado allí en el suelo. Véase joch' É murciélago ¿EN (sots!) NN o ES (7 ardilla E pN (chuch) ds AS em ES 5 3 ARE vado, == tepezcuintle % Golow) y )"
1925,53,l,s,sustantivo,sustantivo,,¿o ES p ?,,,,"ch'ix-uch; A 7; te!tical chitom; jlib, tuluctchon","l 4 S zorillo Nes l AA ) A 7 e 4 AE A E puerco espín dá añ (ch'ix-uch) (A 7) A ¿o ES p ? Ñ li 277 y ra PO) 7.) Y jabalí a (te!tical chitom) e, A _ e E armadillo DN SD (jlib, tuluctchon) $e pa” A E 4 N_lh joch'-te'"
1926,54,joch'-te',s,sustantivo,sustantivo,polilla. Yacal xa ta,,,,joch',,"joch'-te' s polilla. Yacal xa ta xjoch'in li tstamte'etique yu'un mec busul ta balumil ta sacub li joch'tete. Las vigas ya se están picando, pues amanece mucha polilla amontonada en el suelo. Véase joch'"
1927,54,joj,s,sustantivo,sustantivo,"cacalote, cuervo. Li joje ja! jun",Li joje ja! jun mut toj chopol yu'un lec xa'i sctuxel li ajane.,,,,,"joj s cacalote, cuervo. Li joje ja! jun mut toj chopol yu'un lec xa'i sctuxel li ajane. El cuervo es un ave mala porque le gusta mucho comer elote."
1928,54,jojoch',s,sustantivo,sustantivo,totomostle. Li jojoch'e ja',Li jojoch'e ja' lec sventa pixobil vaj.,,,,,jojoch' s totomostle. Li jojoch'e ja' lec sventa pixobil vaj. El totomostle es bueno para envolver los tamales de frijol.
1929,54,jojoch'al ixim,s,sustantivo,sustantivo,el totomostle de,,,,,,jojoch'al ixim s el totomostle de la mazorca
1930,54,jol ch'umte!,s,sustantivo,sustantivo,cueza (del chayote),,,,ch'um,del chayote,jol ch'umte! s cueza (del chayote) Véase ch'um
1931,54,jolil,s,sustantivo,sustantivo,"1. cabeza, cráneo, cabello, pelo",,,,,,"jolil s 1. cabeza, cráneo, cabello, pelo 2. premio, interés"
1932,54,jloc'-jolil,s,sustantivo,sustantivo,peluquero,,,,,,jloc'-jolil s peluquero
1933,54,jolinob-itaj,s,sustantivo,sustantivo,"repollo, nabo, etc.",,,,,nombre general,"jolinob-itaj s repollo, nabo, etc. (nombre general)"
1934,54,jol itaj,s,sustantivo,sustantivo,repollo,,,,,,jol itaj s repollo
1935,54,jolna,s,sustantivo,sustantivo,techo,,,,,,jolna s techo sac jolil canoso
1936,54,sjol cacantie,s,sustantivo,sustantivo,rodilla,,,,,,sjol cacantie s rodilla
1937,54,sjol chu'il,s,sustantivo,sustantivo,pezón del pecho,,,,,,sjol chu'il s pezón del pecho
1938,54,sjolinab tem,s,sustantivo,sustantivo,cabecera de la,,,,,,sjolinab tem s cabecera de la cama
1939,54,sjol sbi,s,sustantivo,sustantivo,su apellido,,,,,,sjol sbi s su apellido
1940,54,spat joltic,s,sustantivo,sustantivo,craneo,,,,,,spat joltic s craneo
1941,54,stsotsil joltic,s,sustantivo,sustantivo,pelo,,,,,,stsotsil joltic s pelo
1942,54,ta stus sjol,vr,verbo reflexivo,verbo,peina el pelo,,,,,,ta stus sjol vr peina el pelo
1943,54,ta xch'ay ta sjol,vi,verbo intransitivo,verbo,se le olvida,,,,,,ta xch'ay ta sjol vi se le olvida
1944,54,ta xjolin,vi,verbo intransitivo,verbo,forma cabeza p.ej.,,,,,,ta xjolin vi forma cabeza p.ej. repollo ta xjolin taq'uin el dinero obtiene interés ta xjul ta sjol se acuerda
1945,54,tocojol,s,sustantivo,sustantivo,gallina copetona,,Ch'en,Chenalhó,,,tocojol s gallina copetona Ch!en totsojol
1946,54,volojol,s,sustantivo,sustantivo,sin sombrero,,,,,,volojol s sin sombrero xvolvun ech'el sjol va sin sombrero
1947,54,jol itaj,s,sustantivo,sustantivo,repollo jol culix,,Ch'en,Chenalhó,jolil 66,,jol itaj s repollo Ch'en jol culix Véase jolil 66
1948,54,jolna,s,sustantivo,sustantivo,techo. Li jolnae toj lajem,"Li jolnae toj lajem xa, sctan q'uextael yu'un ch-ech! xa.",,,jolil,,"jolna s techo. Li jolnae toj lajem xa, sctan q'uextael yu'un ch-ech! xa. El techo de la casa ya está muy viejo; es necesario cambiarlo, porque ya se le pasa el agua. Véase jolil"
1949,54,jolobil,s,sustantivo,sustantivo,tejido. Li jolobil li'i toj lec,Li jolobil li'i toj lec yu'un lec pim schiluc lec nat nojtoc.,,,jalel,,jolobil s tejido. Li jolobil li'i toj lec yu'un lec pim schiluc lec nat nojtoc. Este tejido es muy bueno porque es doble y largo. Véase jalel
1950,54,jolom,s,sustantivo,sustantivo,tejedor. Li ta Mitlae oy ep,Li ta Mitlae oy ep jolometic tey yu'un ja' jech ta staic o staq'uinic.,,,jalel,,jolom s tejedor. Li ta Mitlae oy ep jolometic tey yu'un ja' jech ta staic o staq'uinic. En Mitla hay muchos tejedores porque con eso ganan su dinero. Véase jalel
1951,54,jolov,s,sustantivo,sustantivo,"tepescuintle. Li jolove ja"" jun","Li jolove ja"" jun chon jechtic chac c'u cha'al li chitome.",,,,,"jolov s tepescuintle. Li jolove ja"" jun chon jechtic chac c'u cha'al li chitome. El tepescuintle es parecido"
1952,54,al marrano.,,,variante dialectal,jolom,,Ixt,Ixtapa,,,al marrano. Ixt jolom
1953,54,jomel,vn,verbo nominal/sustantivado,verbo,hacer o cavar un hoyo,Mu stac' jomel li balumile yu'un toj taquin.,,,,,"jomel vn hacer o cavar un hoyo, agujerear, perforar. Mu stac' jomel li balumile yu'un toj taquin. No se puede hacer un hoyo en la tierra porque está muy seca."
1954,54,jomob-te!,s,sustantivo,sustantivo,"broca, formón",,,,,,"jomob-te! s broca, formón"
1955,54,jomol,adj,adjetivo,adjetivo,roto,,,,,,jomol adj roto
1956,54,jom-te',s,sustantivo,sustantivo,canoa (para ponerle la,,,,,para ponerle la comida al marrano,jom-te' s canoa (para ponerle la comida al marrano)
1957,54,sjomal,s,sustantivo,sustantivo,valle,,,,,,sjomal s valle
1958,54,sjomemal,s,sustantivo,sustantivo,rompimiento,,,,,,sjomemal s rompimiento
1959,54,sjomolil,s,sustantivo,sustantivo,"abertura, hoyo",,,,,,"sjomolil s abertura, hoyo ta sjom ví lo agujerea, lo cava, lo ahueca, lo picotea, lo pincha, lo punza"
1960,54,"ta xjomilaj, ta xjom",vi,verbo intransitivo,verbo,se,,,,,,"ta xjomilaj, ta xjom vi se agujerea"
1961,54,jomoch'tic,adj,adjetivo,adjetivo,"perforado, picado. Li","Li ts'amte'al nae, jomoch'tic xa yu'un toj mol xa li mae.",,,,,"jomoch'tic adj perforado, picado. Li ts'amte'al nae, jomoch'tic xa yu'un toj mol xa li mae. Las vigas de la casa ya están muy picadas porque la casa ya es vieja."
1962,54,"jomoch'tael, jomoch'tajel",vn,verbo nominal/sustantivado,verbo,,,,,,,"jomoch'tael, jomoch'tajel vn perforar, picar"
1963,54,ta sjomoch'ta,vt,verbo transitivo,verbo,"lo perfora, lo",,,,,,"ta sjomoch'ta vt lo perfora, lo pica"
1964,54,ta xjomoch'taj,vi,verbo intransitivo,verbo,"se agujerea, se",,,,,,"ta xjomoch'taj vi se agujerea, se perfora"
1965,54,jomol,adj,adjetivo,adjetivo,"roto, perforado. Li coxtale","Li coxtale sctan paq'uel yu'un jomol, ta xloct 67 li ixime.",,,jomel,,"jomol adj roto, perforado. Li coxtale sctan paq'uel yu'un jomol, ta xloct 67 li ixime. Hay que remendar el costal porque está roto y se sale el maíz. Véase jomel"
1966,55,jomol,,,variante dialectal,cueva,,Ch'en; Cham,Chenalhó; Chamula,mail ch'en jomom yic' olor desagradable (de cosas podridas),de cosas podridas,jomol chien Cham cueva Véase mail ch'en jomom yic' olor desagradable (de cosas podridas)
1967,55,jom-te! mut,,,variante dialectal,chinchere (pájaro,,Cham,Chamula,ctorochoch,pájaro carpintero,jom-te! mut Cham chinchere (pájaro carpintero) Véase ctorochoch
1968,55,jonon,s,sustantivo,sustantivo,"abejorro, abejón. Li jonone",Li jonone toj ctux xtilvan.,,,,,"jonon s abejorro, abejón. Li jonone toj ctux xtilvan. El piquete del abejorro duele mucho."
1969,55,jopel,vn,verbo nominal/sustantivado,verbo,juntar (con la mano). Li,Li c!a'epe sctan jopel loq'uel ta pana.,,,,con la mano,jopel vn juntar (con la mano). Li c!a'epe sctan jopel loq'uel ta pana. Hay que juntar la basura y tirarla afuera. jop nc un puño
1970,55,jopobil-<tatep,s,sustantivo,sustantivo,recogedor,,,,,,"jopobil-<tatep s recogedor, herramienta para recoger basura"
1971,55,ta sjop,vt,verbo transitivo,verbo,"lo junta, lo recoge",,,,,,"ta sjop vt lo junta, lo recoge"
1972,55,jopobil-ctatep,s,sustantivo,sustantivo,"recogedor, herramienta",,,,jopel,,"jopobil-ctatep s recogedor, herramienta para recoger basura. Ich'ic talel li jopobil-<'a'epe yu'un chich' jopel loq'uel li ca'ep li'i. Traigan el recogedor para tirar esta basura. Véase jopel"
1973,55,joq'uel,vn,verbo nominal/sustantivado,verbo,"escarbar, arrancar. Li",Li na-q!uis li'i sctan joq'uel yu'un toj toyol chixtalan li nichimetique.,,,,,"joq'uel vn escarbar, arrancar. Li na-q!uis li'i sctan joq'uel yu'un toj toyol chixtalan li nichimetique. Hay que escarbar para destruir el hormiguero porque las hormigas molestan mucho las flores."
1974,55,joe!,s,sustantivo,sustantivo,pozo (donde juntan agua),,,,,donde juntan agua,joe! s pozo (donde juntan agua)
1975,55,"joc'bil jo""",s,sustantivo,sustantivo,"noria, pozo",,,,,,"joc'bil jo"" s noria, pozo"
1976,55,ta sjoc!,vr,verbo reflexivo,verbo,"hace un hoyo, escarba",,,,,un hoyo,"ta sjoc! vr hace un hoyo, escarba (un hoyo), lo ahueca"
1977,55,jorcata-te!,,,variante dialectal,horqueta,,Zin,Zinacantán,lucux te,,jorcata-te! Zin horqueta Véase lucux te
1978,55,jorno,s,sustantivo,sustantivo,horno,,,,,,jorno s horno
1979,55,josel,vn,verbo nominal/sustantivado,verbo,raspar. Li jobeltic li'i sc'an,Li jobeltic li'i sc'an josel yu'un chich' ac'beel schabal.,,,,,josel vn raspar. Li jobeltic li'i sc'an josel yu'un chich' ac'beel schabal. Este zacatal necesita ser raspado para echarle milpa.
1980,55,josbil chi,s,sustantivo,sustantivo,ixtle,,,,,,josbil chi s ixtle
1981,55,ta sjos,ve,verbo de estado,verbo,"lo pela, lo raspa",,,,,,"ta sjos ve lo pela, lo raspa"
1982,55,ta sjosomaj,vi,verbo intransitivo,verbo,"raspa, está",,,,,,"ta sjosomaj vi raspa, está raspando jot nc lado jot chitom la mitad del marrano joy jot na al lado de la casa jot o otro lado ol jot la cuarta parte p.ej. de un marrano scha'jotol los dos lados jotucal: bu jotucal en qué parte"
1983,55,jot'el,vn,verbo nominal/sustantivado,verbo,"rasguñar, rascar. Maj ta",,,,,,"jot'el vn rasguñar, rascar. Maj ta jottel li unene. Pellizcaron al niño."
1984,55,ta sjot!,ve,verbo de estado,verbo,"lo rasguña, lo rasca",,,,,,"ta sjot! ve lo rasguña, lo rasca"
1985,55,ta xjottun,vi,verbo intransitivo,verbo,"rasguña, rasca",Li cta'epe sctan jots'el li tey ta yut moque.,,,,"miel del panal, hojas de un hoyo, etc.","ta xjottun vi rasguña, rasca jotstel yn sacar (miel del panal, hojas de un hoyo, etc.) Li cta'epe sctan jots'el li tey ta yut moque. Hay que sacar la basura del sitio."
1986,55,ta sjots!,vr,verbo reflexivo,verbo,lo saca (con la mano,,,,,"con la mano, con el rastrillo, etc.","ta sjots! vr lo saca (con la mano, con el rastrillo, etc.)"
1987,55,ta xjotstomaj,vi,verbo intransitivo,verbo,"rasca, está",,,,javel,como la gallina,"ta xjotstomaj vi rasca, está rascando (como la gallina) jov nc 1. la mitad p.ej. de una fruta. Ac'bun jovuc li one yu'un chac jlo! ca'i. Dame la mitad del aguacate porque me la quiero comer. 2. una brazada Véase javel"
1988,55,joviel,adj,adjetivo,adjetivo,loco jovil,,Ixt,Ixtapa,,,joviel adj loco Ixt jovil
1989,55,joviel ts'i!.,s,sustantivo,sustantivo,perro con rabia,,,,,,joviel ts'i!. s perro con rabia
1990,55,jovil-lo'il,s,sustantivo,sustantivo,plática pasajera,,,,,,"jovil-lo'il s plática pasajera, broma, plática que no tiene chiste"
1991,55,jovil-vayel,s,sustantivo,sustantivo,"sonámbulo, persona",,,,,,"jovil-vayel s sonámbulo, persona que se levanta dormida"
1992,55,ta sjovil-vic!,vr,verbo reflexivo,verbo,lo entreabre (los,,,,,los ojos,ta sjovil-vic! vr lo entreabre (los ojos)
1993,55,ta sjoviubtas,vr,verbo reflexivo,verbo,lo trastorna,,,,,,ta sjoviubtas vr lo trastorna
1994,55,ta xjovi,vi,verbo intransitivo,verbo,tiene rabia; se vuelve,,,,,,ta xjovi vi tiene rabia; se vuelve loco
1995,55,ta xjovil-ilin,vi,verbo intransitivo,verbo,se enoja sin tener,,,,,,ta xjovil-ilin vi se enoja sin tener motivo
1996,55,ta xjovil-vay,vi,verbo intransitivo,verbo,se levanta,,,,,es sonámbulo,ta xjovil-vay vi se levanta dormido (es sonámbulo)
1997,55,jovil-lo'il,s,sustantivo,sustantivo,"plática pasajera, broma","Li lo'il li laj yal li vinic li le' xbate, jech no'ox jovillo'il.",,,,,"jovil-lo'il s plática pasajera, broma, plática que no tiene chiste. Li lo'il li laj yal li vinic li le' xbate, jech no'ox jovillo'il. El cuento que contó aquel hombre que va allá, no tiene chiste."
1998,55,jovos,,,variante dialectal,jobo,,Zin,Zinacantán,pajal po'on,,jovos Zin jobo Véase pajal po'on
1999,55,joy,adj,adjetivo,adjetivo,"delgado (tela, cartón, etc.)",Li vexil li'i toj joy yu'un ja' li yalel stojole.,,,,"tela, cartón, etc.; de tejido","joy adj delgado (tela, cartón, etc.), ralo (de tejido). Li vexil li'i toj joy yu'un ja' li yalel stojole. Este joyel pantalón es muy delgado porque es corriente."
2000,56,jayal,adj,adjetivo,adjetivo,delgado,,,,,,jayal adj delgado
2001,56,ta sjayubtas,vr,verbo reflexivo,verbo,"lo adelgaza, lo",,,,,,"ta sjayubtas vr lo adelgaza, lo hace más delgado"
2002,56,ta xjayub,vi,verbo intransitivo,verbo,se adelgaza,,,,,,ta xjayub vi se adelgaza
2003,56,joyel,vn,verbo nominal/sustantivado,verbo,"rodear, cercar. Li chobtique",Li chobtique sctan joyel ta moc yu'un naca ochuc vacax.,,,,,"joyel vn rodear, cercar. Li chobtique sctan joyel ta moc yu'un naca ochuc vacax. Es necesario cercar la milpa porque puede entrar el ganado."
2004,56,sjoyobal,s,sustantivo,sustantivo,alrededor,,,,,,sjoyobal s alrededor
2005,56,"ta sjoy, ta sjoyobta",vt,verbo transitivo,verbo,lo rodea,,,,,,"ta sjoy, ta sjoyobta vt lo rodea, le pone cerco"
2006,56,ta sjoyobtas,vt,verbo transitivo,verbo,lo hace dar de,,,,,,"ta sjoyobtas vt lo hace dar de vueltas ta xjoyobaj, ta xjoyoyij, ta xjoyij vi da vueltas p.ej. rueda del carro"
2007,56,xjoyet,vd,verbo descriptivo,verbo,dando de vueltas,,,,,,xjoyet vd dando de vueltas
2008,56,joyob,,,variante dialectal,rededor,,Ch'en,Chenalhó,sjoyobal,,joyob Ch'en rededor Véase sjoyobal
2009,56,joyp'ijel,vn,verbo nominal/sustantivado,verbo,dar una vuelta,,Cham; Ch'en,Chamula; Chenalhó,,,"joyp'ijel vn dar una vuelta Cham, Ch'en joybijel"
2010,56,"sjoyp'ijel, sjoyp'ijeb",s,sustantivo,sustantivo,curva,,,,,,"sjoyp'ijel, sjoyp'ijeb s curva, vuelta"
2011,56,ta sjoyp'in,vt,verbo transitivo,verbo,lo voltea ta,,Ch'en,Chenalhó,,,ta sjoyp'in vt lo voltea Ch'en ta sjoybin
2012,56,ta xjoyp'ij,vi,verbo intransitivo,verbo,da vueltas,,,,,,ta xjoyp'ij vi da vueltas
2013,56,"jo""",s,sustantivo,sustantivo,"agua, lluvia. Li avie oy yic'al","Li avie oy yic'al ta xtal jo"" yu'un solel but'ul tajmec li vinajele.",,,,,"jo"" s agua, lluvia. Li avie oy yic'al ta xtal jo"" yu'un solel but'ul tajmec li vinajele. Puede ser que llueva ahora porque el cielo está muy nublado."
2014,56,beo',s,sustantivo,sustantivo,"zanja, arroya, derrame",,,,,,"beo' s zanja, arroya, derrame"
2015,56,clactal-o!,s,sustantivo,sustantivo,agua caliente,,,,,,clactal-o! s agua caliente
2016,56,c'unyaman-o!,s,sustantivo,sustantivo,agua tibia,,,,,,c'unyaman-o! s agua tibia
2017,56,chauquil-o!,s,sustantivo,sustantivo,aguacero,,,,,,chauquil-o! s aguacero
2018,56,ja'al chon,s,sustantivo,sustantivo,culebrilla vientre roja,,,,,,ja'al chon s culebrilla vientre roja
2019,56,ja'al ts'i!,s,sustantivo,sustantivo,"perro de agua, nutria",,,,,,"ja'al ts'i! s perro de agua, nutria"
2020,56,ja'bej,s,sustantivo,sustantivo,persona que va por agua,,,,,,"ja'bej s persona que va por agua, persona que acarrea agua"
2021,56,jo'tical osil,s,sustantivo,sustantivo,tiempo de lluvia,,,,,,jo'tical osil s tiempo de lluvia
2022,56,jtoyel jo!,s,sustantivo,sustantivo,salto de agua,,,,,,jtoyel jo! s salto de agua
2023,56,nio!,s,sustantivo,sustantivo,"vertiente, ojo de agua",,,,,,"nio! s vertiente, ojo de agua, fuente, manantial"
2024,56,noc-jo!,s,sustantivo,sustantivo,tempestad,,,,,,noc-jo! s tempestad
2025,56,panbil-o!,s,sustantivo,sustantivo,agua hervida,,,,,,panbil-o! s agua hervida
2026,56,qUuixin-o!,s,sustantivo,sustantivo,agua tibia,,,,,,qUuixin-o! s agua tibia
2027,56,q'uixnam-o',s,sustantivo,sustantivo,jarro (para calentar,,,,,para calentar agua o hacer café,q'uixnam-o' s jarro (para calentar agua o hacer café) 68
2028,56,sat-jot,s,sustantivo,sustantivo,"ojo de agua, fuente",,,,,,"sat-jot s ojo de agua, fuente, manantial"
2029,56,siquil-o!,s,sustantivo,sustantivo,agua fría,,,,,,siquil-o! s agua fría
2030,56,syalelal jo!,s,sustantivo,sustantivo,los primeros,,,,,,syalelal jo! s los primeros aguaceros ta slup jo! acarrea agua
2031,56,ta xja'av,vi,verbo intransitivo,verbo,acarrea agua,,,,,,ta xja'av vi acarrea agua
2032,56,ta x!a'lelin,vi,verbo intransitivo,verbo,mana agua,,,,,suavemente,"ta x!a'lelin vi mana agua (suavemente), brota agua"
2033,56,ts'uyiltasbil jo!,s,sustantivo,sustantivo,agua bendita,,,,,,ts'uyiltasbil jo! s agua bendita
2034,56,vits'il jo!,s,sustantivo,sustantivo,llovizna,,,,,,vits'il jo! s llovizna
2035,56,yaquil-=o!,s,sustantivo,sustantivo,chicha,,,,,,yaquil-=o! s chicha
2036,56,ya'al,s,sustantivo,sustantivo,su agua,,,,,,ya'al s su agua
2037,56,ya'lel,s,sustantivo,sustantivo,"jugo (de fruta, caldo",,,,,"de fruta, caldo, etc.","ya'lel s jugo (de fruta, caldo, etc.)"
2038,56,yoxo!,s,sustantivo,sustantivo,"agua clara, agua limpia",,,,,para tomar,"yoxo! s agua clara, agua limpia (para tomar)"
2039,56,jo'ej,adv,adverbio,adverbio,dentro de cinco días. Jotej,,,,jotob,,jo'ej adv dentro de cinco días. Jotej chibat ta jteclam yu'un chba jman talel quixim. Dentro de cinco días me voy al pueblo para comprar maíz. jo'ej xa hace cinco días Véase jotob
2040,56,jo'lajuneb,adj,adjetivo,adjetivo,quince,,,,jotob,,jo'lajuneb adj quince Véase jotob
2041,56,jo'ob,adj,adjetivo,adjetivo,cinco. Jo'one yepal xa o,,,,,,jo'ob adj cinco. Jo'one yepal xa o jo'ob pexu oy jtaq'uin. Sólo tengo cinco pesos.
2042,56,jo'ej,adv,adverbio,adverbio,dentro de cinco días,,,,,,jo'ej adv dentro de cinco días
2043,56,jo'ej xa,adv,adverbio,adverbio,hace cinco días,,,,,,jo'ej xa adv hace cinco días
2044,56,jo'lajuneb,adj,adjetivo,adjetivo,quince,,,,,,jo'lajuneb adj quince
2045,56,jo'vinic,adj,adjetivo,adjetivo,cien,,,,,,jo'vinic adj cien
2046,56,yo'obal,adj,adjetivo,adjetivo,el quinto,,,,,,yo'obal adj el quinto
2047,56,jo'on,pron,pronombre,pronombre,yo,,,,,,jo'on pron yo
2048,56,"jo'oncutic, jototeutic",pron,pronombre,pronombre,nosotros,,,,,exclusivo,"jo'oncutic, jototeutic pron nosotros (exclusivo)"
2049,56,jo'ot,pron,pronombre,pronombre,"tú, usted",,,,,,"jo'ot pron tú, usted"
2050,56,jo'otic.,pron,pronombre,pronombre,,,,,jo'oncutic,inclusivo; exclusivo,jo'otic. pron nosotros (inclusivo) jo'oticotic xt nosotros (exclusivo) Véase jo'oncutic
2051,56,jo'ox,s,sustantivo,sustantivo,achiote. Li jo'oxe ja' chactbe,Li jo'oxe ja' chactbe stsajal li voc-iche.,,,,,jo'ox s achiote. Li jo'oxe ja' chactbe stsajal li voc-iche. El achiote le da color al mole.
2052,56,jo'oxue,pron,pronombre,pronombre,ustedes. Li jo'oxuque,Li jo'oxuque chacomic schituc abanquilic.,,,,,jo'oxue pron ustedes. Li jo'oxuque chacomic schituc abanquilic. Ustedes van a quedarse con sus hermanos.
2053,56,jo'tical osil,s,sustantivo,sustantivo,tiempo de lluvia Véase,,,,"jo"" 69",,"jo'tical osil s tiempo de lluvia Véase jo"" 69"
2054,57,jpac carton,,,variante dialectal,paquete,,Ixt,Ixtapa,jp'ej carton,,jpac carton Ixt paquete Véase jp'ej carton
2055,57,jpact-ctutil,s,sustantivo,sustantivo,persona que trabaja,,,,paq'uel,,jpact-ctutil s persona que trabaja remendando ropa Véase paq'uel
2056,57,jpac'-chiquin,s,sustantivo,sustantivo,sordo,,,,,,jpac'-chiquin s sordo
2057,57,jpac'-na,s,sustantivo,sustantivo,persona que entorta o,,,,paq'uel,,jpac'-na s persona que entorta o repella casas Véase paq'uel
2058,57,jpas-abtel,s,sustantivo,sustantivo,obrero,,,,,,jpas-abtel s obrero
2059,57,jpas-canal vinie,s,sustantivo,sustantivo,jornalero. Li,Li j'abteletique ja' jpas-canal viniquetic.,,,canal,,jpas-canal vinie s jornalero. Li j'abteletique ja' jpas-canal viniquetic. Los peones son jornaleros. Véase canal
2060,57,jpas-mantal,s,sustantivo,sustantivo,jefe. Li totil ta jun,Li totil ta jun nae ja' jech chalbeic ti ja! jpas-mantal ta na.,,,,,jpas-mantal s jefe. Li totil ta jun nae ja' jech chalbeic ti ja! jpas-mantal ta na. Al papá de una familia se le llama el jefe de la casa.
2061,57,jpas-mulil,s,sustantivo,sustantivo,pecador. Jcotoltic,,,,,,jpas-mulil s pecador. Jcotoltic naca jpas-mulilutic. Todos
2062,57,cometemos delitos.,,,variante dialectal,jpas-mul,,Ixt,Ixtapa,mulil,,cometemos delitos. Ixt jpas-mul Véase mulil
2063,57,jpas-na,s,sustantivo,sustantivo,albañil,,,,na,,jpas-na s albañil Véase na
2064,57,jpat-p'in,s,sustantivo,sustantivo,alfarero. Yaquic ta spatel,Li vinique yacal ta sbul jpets lobol.,,,"p'im; patel-p'in jpech nc una unidad (una tabla, laja de piedra, etc; pechel jpets nc una mata","una tabla, laja de piedra, etc.","jpat-p'in s alfarero. Yaquic ta spatel p'in li jpat-p'inetique. Los alfareros están haciendo ollas. Véase p'im; patel-p'in jpech nc una unidad (una tabla, laja de piedra, etc.) Véase pechel jpets nc una mata. Li vinique yacal ta sbul jpets lobol. El hombre está arrancando una mata de plátano."
2065,57,jpimil-pat tulan,,,variante dialectal,roble blanco,,Cham,Chamula,sac yoc jPOj nc un racimo (de plátanos),de plátanos,jpimil-pat tulan Cham roble blanco Véase sac yoc jPOj nc un racimo (de plátanos)
2066,57,jpojvanej,s,sustantivo,sustantivo,"defensor, abogado",,,,pojel,,"jpojvanej s defensor, abogado, salvador Véase pojel"
2067,57,jpotsto-oc,,,variante dialectal,patizambo Véase,,Ixt,Ixtapa,jlotto-oc,,jpotsto-oc Ixt patizambo Véase jlotto-oc
2068,57,jpoxtavanej,s,sustantivo,sustantivo,médico. Li,Li jpoxtavaneje ja! mas sa'bil tajmec yu'un li crixchanoetique.,,,pox,,jpoxtavanej s médico. Li jpoxtavaneje ja! mas sa'bil tajmec yu'un li crixchanoetique. El médico es la persona más buscada por todos. Véase pox
2069,57,jpucomajel,s,sustantivo,sustantivo,persona que reparte algo,,,,"puquel jp'ajel nc una gota; pajel jptej nc una unidad (una naranja, piedra, etc; p'elel jsibtesvanej","una naranja, piedra, etc.","jpucomajel s persona que reparte algo Véase puquel jp'ajel nc una gota Véase pajel jptej nc una unidad (una naranja, piedra, etc.) jp'ej carton paquete Véase p'elel jsibtesvanej"
